Employee ID,First name,Last name,Gender,Date of birth,Department,Country
9019037,Tran Quang,Luan,Female,26/07/1991,15144,Indonesia
3381883,Huynh Minh,Ngoc,Female,03/08/1964,50214,Vietnam
5215630,Dinh Thanh,Phat,Female,10/11/1995,19810,Indonesia
1489184,Nguyen Thi Viet,Phuong,Female,17/08/1973,43794,Thailan
5634578,Tran Nhut,Quang,Male,27/09/1994,43794,Indonesia
7427731,Nguyen Khac Anh,Tai,Female,21/12/1960,15144,Malaysia
6089067,Le Tuan,Thanh,Female,07/07/1962,15144,Indonesia
1489167,Nguyen Huu,Toan,Male,31/05/1982,99717,Lao
3793378,Vo Thy,Truc,Female,21/04/1973,19810,Singapore
1774421,Dang Viet,Trung,Female,24/07/1960,46324,Philippines
7293768,Truong Dinh,Van,Male,27/12/1962,99717,Singapore
8233950,Trieu Tuong,Vi,Female,20/07/1967,99717,Brunei
4995999,Pham Phuc,Xuyen,Female,28/07/1974,99717,Campuchia
6379381,Le Nguyen Nhat,Anh,Male,28/02/1993,43794,Malaysia
1173827,Nguyen Quoc,Anh,Male,05/08/1987,46324,Lao
6529371,Tat Tinh,Bao,Male,29/06/1992,50214,Vietnam
8624144,Nguyen Quoc,Bao,Female,23/08/1996,50214,Indonesia
6709861,Le Van,Cuong,Female,22/03/1979,35001,Vietnam
4338858,Tran Thanh,Dai,Female,15/09/1976,43794,Brunei
7181858,Nguyen Dinh,Danh,Female,08/07/1998,59645,Malaysia
1402051,Nguyen Trong,Dat,Male,08/01/1977,67518,Indonesia
8459150,Le Gia,Dien,Male,16/11/1991,67518,Indonesia
3086522,Pham Quang,Duc,Female,09/07/1995,46324,Campuchia
8536189,Mai Nhat,Duy,Female,27/03/1969,99717,Malaysia
4569913,Nguyen Khanh,Huan,Female,13/03/1980,15144,Myanmar
6401094,Truong Thanh,Huy,Female,07/09/1978,46324,Philippines
6186213,Kieu Ngoc Nhu,Huynh,Female,11/09/1998,99717,Indonesia
5462007,Tran Nam Dang,Khoa,Male,19/07/1985,19810,Indonesia
7261972,Hang Anh,Khoa,Female,08/12/1996,15144,Lao
7666853,Nguyen Thai,Khoi,Male,22/05/1999,19810,Malaysia
7820306,Nguyen Tuan,Kiet,Female,06/09/1964,43794,Brunei
8238495,Dang Quoc,Loc,Male,16/08/1974,99717,Philippines
9487317,Duong Hai,Minh,Male,24/09/1967,43794,Indonesia
7293431,Dinh Thanh,Phuc,Male,08/10/1964,67518,Campuchia
5928400,Nguyen Nhat,Quang,Male,30/11/1974,67518,Vietnam
5444790,Tran Phuoc,Sang,Male,31/03/1976,15144,Myanmar
6451935,La Duc,Thang,Female,17/07/1962,15144,Campuchia
5438915,Truong Binh,Thuan,Female,19/11/1994,50214,Brunei
9893057,Nguyen Dong,Trieu,Male,02/01/1981,15144,Lao
6266545,Trinh Ngoc Trung,Truc,Female,18/06/1970,43794,Brunei
4232474,Nguyen Thanh,Tu,Male,02/03/1996,43794,Campuchia
2408602,Tran Thi,Ven,Female,12/10/1967,43794,Indonesia
9720597,Huynh Ngoc,Vy,Male,27/06/1964,19810,Malaysia
9313610,Truong Tien,Duy,Female,08/02/1988,15144,Indonesia
3596183,Nguyen The Phuc,Hiep,Female,28/05/1997,19810,Indonesia
6871028,Ngo Le,Hoang,Male,11/11/1980,15144,Brunei
6564023,Hoang Tran Thien,Huong,Female,16/07/1989,15144,Philippines
1960976,Ly Hoang Gia,Huy,Male,01/03/1999,59645,Myanmar
1467189,Pham Gia,Huy,Male,31/05/1986,46324,Indonesia
3881057,Le Hoang,Khang,Male,17/11/1999,43794,Thailan
5722720,Pham Duy,Khoa,Female,17/03/1969,35001,Singapore
4006960,Hoang Trung,Kien,Male,17/09/1992,46324,Myanmar
4383328,Truong Vinh,Kien,Male,01/03/1973,59645,Indonesia
8732345,Nguyen Hoang,Linh,Female,14/07/1966,46324,Vietnam
4572530,Nguyen Quang,Loi,Female,28/02/1979,19810,Indonesia
9088011,Vo,Luyen,Male,30/11/1997,19810,Campuchia
7886139,Pham Tran Thao,Nguyen,Male,04/05/1963,46324,Vietnam
1112820,Ho Sy,Nhat,Male,10/11/1970,99717,Philippines
6834956,Cao Hoang,Oanh,Female,29/05/1986,59645,Myanmar
2545278,Tran Van,Phat,Male,26/12/1963,99717,Thailan
9563897,Vu Minh,Phuc,Male,10/09/1972,46324,Indonesia
9666288,Dinh Thi Ngoc,Phuong,Female,08/02/1978,46324,Singapore
2660376,Ma Truong,Quang,Female,28/05/1993,15144,Malaysia
9261710,Dinh Phu,Quoc,Female,08/10/1989,15144,Thailan
9920838,Ngo Thanh,Thanh,Male,18/03/1964,99717,Vietnam
7108687,Bui Van,Thong,Male,20/12/1972,19810,Thailan
6303219,Cao Dang,Tinh,Male,04/12/1967,50214,Lao
2458452,Tran Nguyen Thu,Trang,Female,15/11/1983,67518,Malaysia
3371721,Tran Thi Thanh,Truc,Female,13/02/1999,35001,Philippines
8365191,Ngo Cam,Tu,Male,13/08/1971,46324,Brunei
3059348,Nguyen Vu,Tuong,Male,14/10/1974,67518,Philippines
8782353,Tran Gia,Uu,Male,19/06/1982,67518,Campuchia
1784832,Do Tran Anh,Vinh,Female,04/02/1989,35001,Philippines
4176184,Nguyen Vu Hoang,Duy,Male,16/04/1973,99717,Thailan
1340041,Mai Xuan,Ha,Male,18/07/1965,50214,Malaysia
8497613,Luc Minh,Hieu,Male,22/12/1974,59645,Vietnam
9846246,Dang Huy,Hung,Female,30/11/1994,19810,Thailan
6481189,Huong Quang,Huy,Female,30/10/1968,43794,Indonesia
7405696,Nguyen Thanh,Huy,Male,20/02/1967,50214,Myanmar
4093979,Phan Thi,Huyen,Female,11/01/1970,19810,Campuchia
3222946,Tran Vi,Khang,Male,25/02/1990,15144,Lao
9386298,Nguyen Anh,Khoi,Male,05/10/1967,15144,Lao
5577076,Pham Hoang Trung,Kien,Female,10/08/1961,67518,Philippines
7167709,Do Van,Kiet,Female,25/07/1961,19810,Philippines
7340006,Pham Khanh,Linh,Male,15/02/1972,43794,Singapore
5978212,Nguyen Van,Loi,Male,27/09/1991,19810,Thailan
5348733,Hoang Duc,Minh,Male,30/05/1964,59645,Philippines
7316418,Dong Thac,Nhan,Male,17/01/1964,67518,Campuchia
2141944,Trinh Lam,Nhu,Female,03/04/1989,67518,Brunei
3417596,Nguyen Tien,Phat,Female,02/07/1983,35001,Myanmar
9819199,Nguyen Thanh,Phu,Female,15/01/1960,46324,Lao
3271368,Le Pham Hoang,Phuong,Female,15/10/2000,67518,Thailan
6976687,Nguyen Van Anh,Quan,Female,13/10/1964,15144,Brunei
7084265,Pham Nguyen Minh,Quang,Female,18/12/1988,43794,Malaysia
8856905,Nguyen Minh,Thang,Male,04/02/1993,35001,Malaysia
1735299,Tran Thanh Nhat,Thien,Male,03/09/1960,35001,Indonesia
5418499,Kha Kim,Thuy,Male,11/08/1980,15144,Myanmar
8127865,Ao Thuy Ngoc,Tran,Male,29/05/1994,99717,Vietnam
3252148,Nguyen Thi Van,Truc,Female,17/07/1998,99717,Thailan
4511839,Tran Huu Quang,Truong,Male,21/08/1985,15144,Vietnam
6839153,Le Khac Thanh,Tung,Male,02/10/1998,43794,Myanmar
3854172,Pham Nhat,Tuyen,Female,04/08/1969,67518,Campuchia
8733019,Vo Phu,Vinh,Female,24/10/1977,15144,Brunei
6136676,Nguyen Tuong,An,Male,08/10/1968,99717,Vietnam
9143915,Luu Huynh Hoai,An,Female,10/02/1999,35001,Lao
6539577,Tran Tuan,An,Female,07/10/1996,43794,Campuchia
2798176,Nguyen Van,Bao,Male,04/10/1966,43794,Thailan
1239730,Phan Minh,Chi,Female,04/11/1963,59645,Thailan
